rep,seqtype,line,period,spec
rep1,ribo,Ara-3,3.6923076923076925,279593.63561531523
rep1,ribo,Ara-3,3.6000000000000005,754358.1136702163
rep1,ribo,Ara-3,3.5121951219512195,520334.70278356347
rep1,ribo,Ara-3,3.428571428571429,57295.71454562635
rep1,ribo,Ara-3,3.348837209302326,598368.2652489413
rep1,ribo,Ara-3,3.272727272727273,155111.51650819852
rep1,ribo,Ara-3,3.2000000000000006,161758.77397598422
rep1,ribo,Ara-3,3.130434782608696,767494.5695599312
rep1,ribo,Ara-3,3.063829787234043,85754.44934310167
rep1,ribo,Ara-3,3,1408855.6799608278
rep1,ribo,Ara-3,2.938775510204082,74096.0228100187
rep1,ribo,Ara-3,2.880000000000001,210942.46657858556
rep1,ribo,Ara-3,2.823529411764706,406475.1303335678
rep1,ribo,Ara-3,2.7692307692307696,142010.58242480882
rep1,ribo,Ara-3,2.716981132075472,904394.7270298881
rep1,ribo,Ara-3,2.666666666666667,150051.70949257296
rep1,ribo,Ara-3,2.618181818181818,475608.22068899433
rep1,ribo,Ara-3,2.5714285714285716,430360.6651023791
rep1,ribo,Ara-3,2.5263157894736845,283640.1997222134
rep1,ribo,Ara-3,2.4827586206896552,213795.22136131854
rep1,ribo,Ara-3,2.4406779661016955,256380.86866127985
rep1,ribo,Ara-3,2.4000000000000004,95300.29041917795
rep1,ribo,Ara-3,2.3606557377049184,8523.790910632353
rep1,ribo,Ara-3,2.3225806451612905,91659.59256875425
rep1,ribo,Ara-3,2.285714285714286,113495.63183949896
rep1,ribo,Ara-3,2.25,8140.319082358684
rep1,ribo,Ara-3,2.2153846153846155,239268.03035633222
rep1,ribo,Ara-3,2.181818181818182,128212.88986227471
rep1,ribo,Ara-3,2.1492537313432836,91501.68155756654
rep1,ribo,Ara-3,2.11764705882353,313881.62603952084
rep1,ribo,Ara-3,2.0869565217391304,106184.89083982937
rep1,ribo,Ara-3,2.0571428571428574,358811.0670097699
rep1,ribo,Ara-3,2.028169014084507,398673.36868631124
