line,target_id,n
AraM4,ECB_03061,1
AraM4,ECB_03062,1
AraM4,ECB_03063,1
AraM4,ECB_03064,1
AraM4,ECB_03065,1
AraM4,ECB_03066,1
AraM4,ECB_03067,1
AraM4,ECB_03068,1
AraM4,ECB_03069,1
AraM4,ECB_03070,1
AraM4,ECB_03071,1
AraM4,ECB_03072,1
AraM4,ECB_03073,1
AraM4,ECB_03075,1
AraM4,ECB_03076,1
AraM4,ECB_03077,1
AraM4,ECB_03078,1
AraM4,ECB_03079,1
AraM4,ECB_03080,1
AraM4,ECB_03081,1
AraM4,ECB_03082,1
AraM4,ECB_03083,1
AraM4,ECB_03084,1
AraM4,ECB_03085,1
AraM4,ECB_03086,1
AraM4,ECB_03087,1
AraM4,ECB_03088,1
AraM4,ECB_03089,1
AraM4,ECB_03090,1
AraM4,ECB_03091,1
AraM4,ECB_03092,1
AraM4,ECB_03093,1
AraM4,ECB_03094,1
AraM4,ECB_03095,1
AraM4,ECB_03096,1
AraM4,ECB_03097,1
AraM4,ECB_03098,1
AraM4,ECB_03099,1
AraM4,ECB_03100,1
AraM4,ECB_03101,1
AraM4,ECB_03102,1
AraM4,ECB_03103,1
AraM4,ECB_03104,1
AraM4,ECB_03105,1
AraM4,ECB_03106,1
AraM4,ECB_03107,1
AraM4,ECB_03108,1
AraM4,ECB_03109,1
AraM4,ECB_03110,1
AraM4,ECB_03111,1
AraM4,ECB_03112,1
AraM4,ECB_03113,1
AraM4,ECB_03114,1
AraM4,ECB_03115,1
AraM4,ECB_03116,1
AraM4,ECB_03117,1
AraM4,ECB_03118,1
AraM4,ECB_03120,1
AraM4,ECB_03121,1
AraM4,ECB_03122,1
AraM4,ECB_03123,1
AraM4,ECB_03124,1
AraM4,ECB_03125,1
AraM4,ECB_03126,1
AraM4,ECB_03127,1
AraM4,ECB_03128,1
AraM4,ECB_03129,1
AraM4,ECB_03130,1
AraM4,ECB_03131,1
AraM4,ECB_03132,1
AraM4,ECB_03133,1
AraM4,ECB_03134,1
AraM4,ECB_03135,1
AraM4,ECB_03136,1
AraM4,ECB_03137,1
AraM4,ECB_03138,1
AraM4,ECB_03139,1
AraM4,ECB_03140,1
AraM4,ECB_03141,1
AraM4,ECB_03142,1
AraM4,ECB_03143,1
AraM4,ECB_03144,1
AraM4,ECB_03145,1
AraM4,ECB_03146,1
AraM4,ECB_03147,1
AraM4,ECB_03148,1
AraM4,ECB_03149,1
AraM4,ECB_03150,1
AraM4,ECB_03151,1
AraM4,ECB_03152,1
AraM4,ECB_03153,1
AraM4,ECB_03154,1
AraM4,ECB_03155,1
AraM4,ECB_03156,1
AraM4,ECB_03157,1
AraM4,ECB_03158,1
AraM4,ECB_03159,1
AraM4,ECB_03160,1
AraM4,ECB_03161,1
AraM4,ECB_03162,1
AraM4,ECB_03163,1
AraM4,ECB_03164,1
AraM4,ECB_03165,1
AraM4,ECB_03166,1
AraM4,ECB_03167,1
AraM4,ECB_03168,1
AraM4,ECB_03169,1
AraM4,ECB_03170,1
AraM4,ECB_03171,1
AraM4,ECB_03172,1
AraM4,ECB_03173,1
AraM4,ECB_03174,1
AraM4,ECB_03175,1
AraM4,ECB_03176,1
AraM4,ECB_03177,1
AraM4,ECB_03178,1
AraM4,ECB_03179,1
AraM4,ECB_03180,1
AraM4,ECB_03181,1
AraM4,ECB_03182,1
AraM4,ECB_03183,1
AraM4,ECB_03184,1
AraM4,ECB_03185,1
AraM4,ECB_03186,1
AraM4,ECB_03187,1
AraM4,ECB_03188,1
AraM4,ECB_03189,1
AraM4,ECB_03190,1
AraM4,ECB_03191,1
AraM4,ECB_03192,1
AraM4,ECB_03193,1
AraM4,ECB_03194,1
AraM4,ECB_03195,1
AraM4,ECB_03196,1
AraM4,ECB_03197,1
AraM4,ECB_03198,1
AraM4,ECB_03199,1
AraM4,ECB_03200,1
AraM4,ECB_03201,1
AraM4,ECB_03202,1
AraM4,ECB_03203,1
AraM4,ECB_03204,1
AraM4,ECB_03205,1
AraM4,ECB_03206,1
AraM4,ECB_03207,1
AraM4,ECB_03208,1
AraM4,ECB_03209,1
AraM4,ECB_03210,1
AraM4,ECB_03211,1
AraM4,ECB_03212,1
AraM4,ECB_03213,1
AraM4,ECB_03214,1
AraM4,ECB_03215,1
AraM4,ECB_03216,1
AraM4,ECB_03217,1
AraM4,ECB_03218,1
AraM4,ECB_03219,1
AraM4,ECB_03220,1
AraM4,ECB_03221,1
AraM4,ECB_03222,1
AraM4,ECB_03223,1
AraM4,ECB_03224,1
AraM4,ECB_03225,1
AraM4,ECB_03227,1
AraM4,ECB_03228,1
AraM4,ECB_03229,1
AraM4,ECB_03230,1
AraM4,ECB_03231,1
AraM4,ECB_03232,1
AraM4,ECB_03233,1
AraM4,ECB_03234,1
AraM4,ECB_03236,1
AraM4,ECB_03237,1
AraM4,ECB_03238,1
AraM4,ECB_03239,1
AraM4,ECB_03240,1
AraM4,ECB_03241,1
AraM4,ECB_03242,1
AraM4,ECB_03243,1
AraM4,ECB_03244,1
AraM4,ECB_03245,1
AraM4,ECB_03246,1
AraM4,ECB_03247,1
AraM4,ECB_03248,1
AraM4,ECB_03249,1
AraM4,ECB_03250,1
AraM4,ECB_03251,1
AraM4,ECB_03252,1
AraM4,ECB_03253,1
AraM4,ECB_03254,1
AraM4,ECB_03255,1
AraM4,ECB_03256,1
AraM4,ECB_03257,1
AraM4,ECB_03258,1
AraM4,ECB_03260,1
AraM4,ECB_03261,1
AraM4,ECB_03262,1
AraM4,ECB_03263,1
AraM4,ECB_03264,1
AraM4,ECB_03265,1
AraM4,ECB_03266,1
AraM4,ECB_03267,1
AraM4,ECB_03268,1
AraM4,ECB_03269,1
AraM4,ECB_03270,1
AraM4,ECB_03271,1
AraM4,ECB_03272,1
AraM4,ECB_03273,1
AraM4,ECB_03274,1
AraM4,ECB_03275,1
AraM4,ECB_03276,1
AraM4,ECB_03277,1
AraM4,ECB_03279,1
AraM4,ECB_03280,1
AraM4,ECB_03281,1
AraM4,ECB_03282,1
AraM4,ECB_03283,1
AraM4,ECB_03284,1
AraM4,ECB_03285,1
AraM4,ECB_03286,1
AraM4,ECB_03287,1
AraM4,ECB_03288,1
AraM4,ECB_03289,1
AraM4,ECB_03290,1
AraM4,ECB_03291,1
AraM4,ECB_03292,1
AraM4,ECB_03293,1
AraM4,ECB_03294,1
AraM4,ECB_03295,1
AraM4,ECB_03296,1
AraM4,ECB_03297,1
AraM4,ECB_03298,1
AraM4,ECB_03299,1
AraM4,ECB_03300,1
AraM4,ECB_03301,1
AraM4,ECB_03302,1
AraM4,ECB_03303,1
AraM4,ECB_03304,1
AraM4,ECB_03305,1
AraM4,ECB_03306,1
AraM4,ECB_03307,1
AraM4,ECB_03308,1
AraM4,ECB_03309,1
AraM4,ECB_03310,1
AraM4,ECB_03311,1
AraM4,ECB_03312,1
AraM4,ECB_03313,1
AraM4,ECB_03314,1
AraM4,ECB_03315,1
AraM4,ECB_03316,1
AraM4,ECB_03317,1
AraM4,ECB_03318,1
AraM4,ECB_03319,1
AraM4,ECB_03320,1
AraM4,ECB_03321,1
AraM4,ECB_03322,1
AraM4,ECB_03323,1
AraM4,ECB_03324,1
AraM4,ECB_03325,1
AraM4,ECB_03326,1
AraM4,ECB_03327,1
AraM4,ECB_03328,1
AraM4,ECB_03329,1
AraM4,ECB_03330,1
AraM4,ECB_03331,1
AraM4,ECB_03332,1
AraM4,ECB_03334,1
AraM4,ECB_03335,1
AraM4,ECB_03336,1
AraM4,ECB_03337,1
AraM4,ECB_03338,1
AraM4,ECB_03339,1
AraM4,ECB_03340,1
AraM4,ECB_03341,1
AraM4,ECB_03342,1
AraM4,ECB_03343,1
AraM4,ECB_03344,1
AraM4,ECB_03345,1
AraM4,ECB_03346,1
AraM4,ECB_03347,1
AraM4,ECB_03348,1
AraM4,ECB_03349,1
AraM4,ECB_03350,1
AraM4,ECB_03351,1
AraM4,ECB_03352,1
AraM4,ECB_03353,1
AraM4,ECB_03354,1
AraM4,ECB_03355,1
AraM4,ECB_03356,1
AraM4,ECB_03357,1
AraM4,ECB_03358,1
AraM4,ECB_03359,1
AraM4,ECB_03360,1
AraM4,ECB_03361,1
AraM4,ECB_03362,1
AraM4,ECB_03363,1
AraM4,ECB_03364,1
AraM4,ECB_03365,1
AraM4,ECB_03366,1
AraM4,ECB_03367,1
AraM4,ECB_03368,1
AraM4,ECB_03369,1
AraM4,ECB_03370,1
AraM4,ECB_03371,1
AraM4,ECB_03372,1
AraM4,ECB_03373,1
AraM4,ECB_03374,1
AraM4,ECB_03375,1
AraM4,ECB_03376,1
AraM4,ECB_03377,1
AraM4,ECB_03378,1
AraM4,ECB_03379,1
AraM4,ECB_03380,1
AraM4,ECB_03381,1
AraM4,ECB_03383,1
AraM4,ECB_03384,1
AraM4,ECB_03385,1
AraM4,ECB_03386,1
AraM4,ECB_03387,1
AraM4,ECB_03388,1
AraM4,ECB_03389,1
AraM4,ECB_03390,1
AraM4,ECB_03391,1
AraM4,ECB_03392,1
AraM4,ECB_03393,1
AraM4,ECB_03394,1
AraM4,ECB_03395,1
AraM4,ECB_03396,1
AraM4,ECB_03397,1
AraM4,ECB_03398,1
AraM4,ECB_03399,1
AraM4,ECB_03400,1
AraM4,ECB_03401,1
AraM4,ECB_03402,1
AraM4,ECB_03403,1
AraM4,ECB_03404,1
AraM4,ECB_03405,1
AraM4,ECB_03406,1
AraM4,ECB_03407,1
AraM4,ECB_03408,1
AraM4,ECB_03409,1
AraM4,ECB_03410,1
AraM4,ECB_03411,1
AraM4,ECB_03413,1
AraM4,ECB_03414,1
AraM4,ECB_03415,1
AraM4,ECB_03416,1
AraM4,ECB_03417,1
AraM4,ECB_03418,1
AraM4,ECB_03420,1
AraM4,ECB_03421,1
AraM4,ECB_03422,1
AraM4,ECB_03423,1
AraM4,ECB_03424,1
AraM4,ECB_03425,1
AraM4,ECB_03426,1
AraM4,ECB_03427,1
AraM4,ECB_03428,1
AraM4,ECB_03429,1
AraM4,ECB_03430,1
AraM4,ECB_03431,1
AraM4,ECB_03432,1
AraM4,ECB_03433,1
AraM4,ECB_03434,1
AraM4,ECB_03435,1
AraM4,ECB_03436,1
AraM4,ECB_03437,1
AraM4,ECB_03438,1
AraM4,ECB_03439,1
AraM4,ECB_03440,1
AraM4,ECB_03441,1
AraM4,ECB_03442,1
AraM4,ECB_03443,1
AraM4,ECB_03444,1
AraM4,ECB_03445,1
AraM4,ECB_03446,1
AraM4,ECB_03447,1
AraM4,ECB_03449,1
AraM4,ECB_03450,1
AraM4,ECB_03451,1
AraM4,ECB_03452,1
AraM4,ECB_03453,1
AraM4,ECB_03454,1
AraM4,ECB_03455,1
AraM4,ECB_03456,1
AraM4,ECB_03457,1
AraM4,ECB_03458,1
AraM4,ECB_03461,1
AraM4,ECB_03462,1
AraM4,ECB_03463,1
AraM4,ECB_03464,1
AraM4,ECB_03465,1
AraM4,ECB_03466,1
AraM4,ECB_03467,1
AraM4,ECB_03468,1
AraM4,ECB_03469,1
AraM4,ECB_03470,1
AraM4,ECB_03471,1
AraM4,ECB_03472,1
AraM4,ECB_03473,1
AraM4,ECB_03474,1
AraM4,ECB_03475,1
AraM4,ECB_03476,1
AraM4,ECB_03477,1
AraM4,ECB_03478,1
AraM4,ECB_03479,1
AraM4,ECB_03480,1
AraM4,ECB_03481,1
AraM4,ECB_03482,1
AraM4,ECB_03484,1
AraM4,ECB_03485,1
AraM4,ECB_03486,1
AraM4,ECB_03487,1
AraM4,ECB_03488,1
AraM4,ECB_03489,1
AraM4,ECB_03490,1
AraM4,ECB_03491,1
AraM4,ECB_03492,1
AraM4,ECB_03493,1
AraM4,ECB_03494,1
AraM4,ECB_03495,1
AraM4,ECB_03496,1
AraM4,ECB_03497,1
AraM4,ECB_03498,1
AraM4,ECB_03499,1
AraM4,ECB_03500,1
AraM4,ECB_03501,1
AraM4,ECB_03502,1
AraM4,ECB_03503,1
AraM4,ECB_03504,1
AraM4,ECB_03505,1
AraM4,ECB_03506,1
AraM4,ECB_03507,1
AraM4,ECB_03508,1
AraM4,ECB_03509,1
AraM4,ECB_03510,1
AraM4,ECB_03512,1
AraM4,ECB_03513,1
AraM4,ECB_03514,1
AraM4,ECB_03515,1
AraM4,ECB_03516,1
AraM4,ECB_03517,1
AraM4,ECB_03518,1
AraM4,ECB_03519,1
AraM4,ECB_03520,1
AraM4,ECB_03521,1
AraM4,ECB_03522,1
AraM4,ECB_03523,1
AraM4,ECB_03524,1
AraM4,ECB_03525,1
AraM4,ECB_03526,1
AraM4,ECB_03527,1
AraM4,ECB_03528,1
AraM4,ECB_03529,1
AraM4,ECB_03530,1
AraM4,ECB_03531,1
AraM4,ECB_03532,1
AraM4,ECB_03533,1
AraM4,ECB_03534,1
AraM4,ECB_03535,1
AraM4,ECB_03536,1
AraM4,ECB_03537,1
AraM4,ECB_03538,1
AraM4,ECB_03539,1
AraM4,ECB_03540,1
AraM4,ECB_03541,1
AraM4,ECB_03542,1
AraM4,ECB_03543,1
AraM4,ECB_03544,1
AraM4,ECB_03545,1
AraM4,ECB_03546,1
AraM4,ECB_03547,1
AraM4,ECB_03549,1
AraM4,ECB_03550,1
AraM4,ECB_03551,1
AraM4,ECB_03552,1
AraM4,ECB_03553,1
AraM4,ECB_03554,1
AraM4,ECB_03555,1
AraM4,ECB_03556,1
AraM4,ECB_03557,1
AraM4,ECB_03558,1
AraM4,ECB_03559,1
AraM4,ECB_03560,1
AraM4,ECB_03561,1
AraM4,ECB_03562,1
AraM4,ECB_03563,1
AraM4,ECB_03564,1
AraM4,ECB_03565,1
AraM4,ECB_03566,1
AraM4,ECB_03568,1
AraM4,ECB_03569,1
AraM4,ECB_03570,1
AraM4,ECB_03571,1
AraM4,ECB_03572,1
AraM4,ECB_03573,1
AraM4,ECB_03574,1
AraM4,ECB_03575,1
AraM4,ECB_03576,1
AraM4,ECB_03577,1
AraM4,ECB_03578,1
AraM4,ECB_03579,1
AraM4,ECB_03580,1
AraM4,ECB_03581,1
AraM4,ECB_03582,1
AraM4,ECB_03583,1
AraM4,ECB_03584,1
AraM4,ECB_03585,1
AraM4,ECB_03586,1
AraM4,ECB_03587,1
AraM4,ECB_03588,1
AraM4,ECB_03589,1
AraM4,ECB_03590,1
AraM4,ECB_03591,1
AraM4,ECB_03592,1
AraM4,ECB_03593,1
AraM4,ECB_03594,1
AraM4,ECB_03595,1
AraM4,ECB_03596,1
AraM4,ECB_03597,1
AraM4,ECB_03598,1
AraM4,ECB_03599,1
AraM4,ECB_03600,1
AraM4,ECB_03601,1
AraM4,ECB_03602,1
AraM4,ECB_03603,1
AraM4,ECB_03604,1
AraM4,ECB_03605,1
AraM4,ECB_03606,1
AraM4,ECB_03607,1
AraM4,ECB_03608,1
AraM4,ECB_03609,1
AraM4,ECB_03610,1
AraM4,ECB_03611,1
AraM4,ECB_03612,1
AraM4,ECB_03613,1
AraM4,ECB_03614,1
AraM4,ECB_03615,1
AraM4,ECB_03616,1
AraM4,ECB_03617,1
AraM4,ECB_03618,1
AraM4,ECB_03619,1
AraM4,ECB_03620,1
AraM4,ECB_03621,1
AraM4,ECB_03622,1
AraM4,ECB_03623,1
AraM4,ECB_03625,1
AraM4,ECB_03626,1
AraM4,ECB_03627,1
AraM4,ECB_03628,1
AraM4,ECB_03629,1
AraM4,ECB_03630,1
AraM4,ECB_03631,1
AraM4,ECB_03632,1
AraM4,ECB_03633,1
AraM4,ECB_03641,1
AraM4,ECB_03642,1
AraM4,ECB_03643,1
AraM4,ECB_03644,1
AraM4,ECB_03645,1
AraM4,ECB_03646,1
AraM4,ECB_03647,1
AraM4,ECB_03648,1
AraM4,ECB_03649,1
AraM4,ECB_03650,1
AraM4,ECB_03651,1
AraM4,ECB_03652,1
AraM4,ECB_03653,1
AraM4,ECB_03654,1
AraM4,ECB_03656,1
AraM4,ECB_03657,1
AraM4,ECB_03658,1
AraM4,ECB_03659,1
AraM4,ECB_03660,1
AraM4,ECB_03661,1
AraM4,ECB_03662,1
AraM4,ECB_03663,1
AraM4,ECB_03664,1
AraM4,ECB_03665,1
AraM4,ECB_03666,1
AraM4,ECB_03667,1
AraM4,ECB_03668,1
AraM4,ECB_03669,1
AraM4,ECB_03670,1
AraM4,ECB_03671,1
AraM4,ECB_03672,1
AraM4,ECB_03673,1
AraM4,ECB_03675,1
AraM4,ECB_03676,1
AraM4,ECB_03677,1
AraM4,ECB_03678,1
AraM4,ECB_03679,1
AraM4,ECB_03680,1
AraM4,ECB_03681,1
AraM4,ECB_03682,1
AraM4,ECB_03683,1
AraM4,ECB_03684,1
AraM4,ECB_03685,1
AraM4,ECB_03686,1
AraM4,ECB_03687,1
AraM4,ECB_03688,1
AraM4,ECB_03689,1
AraM4,ECB_03690,1
AraM4,ECB_03691,1
AraM4,ECB_03692,1
AraM4,ECB_03693,1
AraM4,ECB_03694,1
AraM4,ECB_03695,1
AraM4,ECB_03696,1
AraM4,ECB_03697,1
AraM4,ECB_03698,1
AraM4,ECB_03699,1
AraM4,ECB_03700,1
AraM4,ECB_03701,1
AraM4,ECB_03702,1
AraM4,ECB_03703,1
AraM4,ECB_03704,1
AraM4,ECB_03705,1
AraM4,ECB_03706,1
AraM4,ECB_03707,1
AraM4,ECB_03708,1
AraM4,ECB_03709,1
AraM4,ECB_03710,1
AraM4,ECB_03711,1
AraM4,ECB_03712,1
AraM4,ECB_03713,1
AraM4,ECB_03714,1
AraM4,ECB_03715,1
AraM4,ECB_03716,1
AraM4,ECB_03717,1
AraM4,ECB_03718,1
AraM4,ECB_03719,1
AraM4,ECB_03720,1
AraM4,ECB_03721,1
AraM4,ECB_03722,1
AraM4,ECB_03723,1
AraM4,ECB_03724,1
AraM4,ECB_03725,1
AraM4,ECB_03726,1
AraM4,ECB_03727,1
AraM4,ECB_03728,1
AraM4,ECB_03729,1
AraM4,ECB_03730,1
AraM4,ECB_03731,1
AraM4,ECB_03732,1
AraM4,ECB_03733,1
AraM4,ECB_03734,1
AraM4,ECB_03735,1
AraM4,ECB_03736,1
AraM4,ECB_03737,1
AraM4,ECB_03738,1
AraM4,ECB_03739,1
AraM4,ECB_03740,1
AraM4,ECB_03741,1
AraM4,ECB_03742,1
AraM4,ECB_03743,1
AraM4,ECB_03744,1
AraM4,ECB_03745,1
AraM4,ECB_03746,1
AraM4,ECB_03747,1
AraM4,ECB_03748,1
AraM4,ECB_03749,1
AraM4,ECB_03750,1
AraM4,ECB_03751,1
AraM4,ECB_03752,1
AraM4,ECB_03753,1
AraM4,ECB_03754,1
AraM4,ECB_03755,1
AraM4,ECB_03756,1
AraM4,ECB_03757,1
AraM4,ECB_03758,1
AraM4,ECB_03759,1
AraM4,ECB_03760,1
AraM4,ECB_03761,1
AraM4,ECB_03762,1
AraM4,ECB_03763,1
AraM4,ECB_03765,1
AraM4,ECB_03766,1
AraM4,ECB_03767,1
AraM4,ECB_03768,1
AraM4,ECB_03769,1
AraM4,ECB_03770,1
AraM4,ECB_03771,1
AraM4,ECB_03772,1
AraM4,ECB_03774,1
AraM4,ECB_03775,1
AraM4,ECB_03776,1
AraM4,ECB_03777,1
AraM4,ECB_03778,1
AraM4,ECB_03779,1
AraM4,ECB_03780,1
AraM4,ECB_03781,1
AraM4,ECB_03782,1
AraM4,ECB_03783,1
AraM4,ECB_03784,1
AraM4,ECB_03785,1
AraM4,ECB_03787,1
AraM4,ECB_03788,1
AraM4,ECB_03789,1
AraM4,ECB_03790,1
AraM4,ECB_03791,1
AraM4,ECB_03792,1
AraM4,ECB_03793,1
AraM4,ECB_03794,1
AraM4,ECB_03795,1
AraM4,ECB_03796,1
AraM4,ECB_03797,1
AraM4,ECB_03798,1
AraM4,ECB_03799,1
AraM4,ECB_03800,1
AraM4,ECB_03801,1
AraM4,ECB_03802,1
AraM4,ECB_03803,1
AraM4,ECB_03804,1
AraM4,ECB_03805,1
AraM4,ECB_03806,1
AraM4,ECB_03807,1
AraM4,ECB_03808,1
AraM4,ECB_03809,1
AraM4,ECB_03810,1
AraM4,ECB_03811,1
AraM4,ECB_03812,1
AraM4,ECB_03813,1
AraM4,ECB_03814,1
AraM4,ECB_03815,1
AraM4,ECB_03816,1
AraM4,ECB_03817,1
AraM4,ECB_03818,1
AraM4,ECB_03819,1
AraM4,ECB_03820,1
AraM4,ECB_03821,1
AraM4,ECB_03822,1
AraM4,ECB_03823,1
AraM4,ECB_03824,1
AraM4,ECB_03825,1
AraM4,ECB_03826,1
AraM4,ECB_03827,1
AraM4,ECB_03828,1
AraM4,ECB_03829,1
AraM4,ECB_03830,1
AraM4,ECB_03831,1
AraM4,ECB_03832,1
AraM4,ECB_03833,1
AraM4,ECB_03834,1
AraM4,ECB_03835,1
AraM4,ECB_03836,1
AraM4,ECB_03837,1
AraM4,ECB_03838,1
AraM4,ECB_03839,1
AraM4,ECB_03840,1
AraM4,ECB_03841,1
AraM4,ECB_03842,1
AraM4,ECB_03843,1
AraM4,ECB_03844,1
AraM4,ECB_03845,1
AraM4,ECB_03846,1
AraM4,ECB_03847,1
AraM4,ECB_03848,1
AraM4,ECB_03849,1
AraM4,ECB_03850,1
AraM4,ECB_03851,1
AraM4,ECB_03852,1
AraM4,ECB_03853,1
AraM4,ECB_03854,1
AraM4,ECB_03855,1
AraM4,ECB_03856,1
AraM4,ECB_03857,1
AraM4,ECB_03858,1
AraM4,ECB_03859,1
AraM4,ECB_03860,1
AraM4,ECB_03861,1
AraM4,ECB_03862,1
AraM4,ECB_03863,1
AraM4,ECB_03864,1
AraM4,ECB_03865,1
AraM4,ECB_03866,1
AraM4,ECB_03867,1
AraM4,ECB_03868,1
AraM4,ECB_03869,1
AraM4,ECB_03870,1
AraM4,ECB_03871,1
AraM4,ECB_03872,1
AraM4,ECB_03873,1
AraM4,ECB_03874,1
AraM4,ECB_03875,1
AraM4,ECB_03876,1
AraM4,ECB_03877,1
AraM4,ECB_03878,1
AraM4,ECB_03879,1
AraM4,ECB_03880,1
AraM4,ECB_03881,1
AraM4,ECB_03882,1
AraM4,ECB_03883,1
AraM4,ECB_03884,1
AraM4,ECB_03885,1
AraM4,ECB_03886,1
AraM4,ECB_03887,1
AraM4,ECB_03888,1
AraM4,ECB_03890,1
AraM4,ECB_03891,1
AraM4,ECB_03892,1
AraM4,ECB_03893,1
AraM4,ECB_03894,1
AraM4,ECB_03896,1
AraM4,ECB_03897,1
AraM4,ECB_03898,1
AraM4,ECB_03899,1
AraM4,ECB_03900,1
AraM4,ECB_03901,1
AraM4,ECB_03902,1
AraM4,ECB_03903,1
AraM4,ECB_03904,1
AraM4,ECB_03905,1
AraM4,ECB_03906,1
AraM4,ECB_03907,1
AraM4,ECB_03908,1
AraM4,ECB_03909,1
AraM4,ECB_03910,1
AraM4,ECB_03911,1
AraM4,ECB_03912,1
AraM4,ECB_03913,1
AraM4,ECB_03914,1
AraM4,ECB_03915,1
AraM4,ECB_03916,1
AraM4,ECB_03917,1
AraM4,ECB_03918,1
AraM4,ECB_03919,1
AraM4,ECB_03920,1
AraM4,ECB_03921,1
AraM4,ECB_03922,1
AraM4,ECB_03923,1
AraM4,ECB_03924,1
AraM4,ECB_03925,1
AraM4,ECB_03926,1
AraM4,ECB_03927,1
AraM4,ECB_03928,1
AraM4,ECB_03929,1
AraM4,ECB_03930,1
AraM4,ECB_03931,1
AraM4,ECB_03932,1
AraM4,ECB_03934,1
AraM4,ECB_03935,1
AraM4,ECB_03936,1
AraM4,ECB_03937,1
AraM4,ECB_03938,1
AraM4,ECB_03939,1
AraM4,ECB_03940,1
AraM4,ECB_03941,1
AraM4,ECB_03942,1
AraM4,ECB_03943,1
AraM4,ECB_03944,1
AraM4,ECB_03945,1
AraM4,ECB_03947,1
AraM4,ECB_03948,1
AraM4,ECB_03949,1
AraM4,ECB_03950,1
AraM4,ECB_03951,1
AraM4,ECB_03952,1
AraM4,ECB_03953,1
AraM4,ECB_03954,1
AraM4,ECB_03955,1
AraM4,ECB_03956,1
AraM4,ECB_03957,1
AraM4,ECB_03958,1
AraM4,ECB_03959,1
AraM4,ECB_03960,1
AraM4,ECB_03961,1
AraM4,ECB_03962,1
AraM4,ECB_03963,1
AraM4,ECB_03964,1
AraM4,ECB_03965,1
AraM4,ECB_03966,1
AraM4,ECB_03967,1
AraM4,ECB_03968,1
AraM4,ECB_03970,1
AraM4,ECB_03971,1
AraM4,ECB_03972,1
AraM4,ECB_03973,1
AraM4,ECB_03974,1
AraM4,ECB_03975,1
AraM4,ECB_03976,1
AraM4,ECB_03977,1
AraM4,ECB_03978,1
AraM4,ECB_03979,1
AraM4,ECB_03980,1
AraM4,ECB_03983,1
AraM4,ECB_03984,1
AraM4,ECB_03985,1
AraM4,ECB_03986,1
AraM4,ECB_03987,1
AraM4,ECB_03988,1
AraM4,ECB_03989,1
AraM4,ECB_03990,1
AraM4,ECB_03991,1
AraM4,ECB_03992,1
AraM4,ECB_03993,1
AraM4,ECB_03994,1
AraM4,ECB_03995,1
AraM4,ECB_03997,1
AraM4,ECB_03998,1
AraM4,ECB_03999,1
AraM4,ECB_04000,1
AraM4,ECB_04001,1
AraM4,ECB_04002,1
AraM4,ECB_04003,1
AraM4,ECB_04005,1
AraM4,ECB_04006,1
AraM4,ECB_04007,1
AraM4,ECB_04009,1
AraM4,ECB_04010,1
AraM4,ECB_04011,1
AraM4,ECB_04012,1
AraM4,ECB_04013,1
AraM4,ECB_04014,1
AraM4,ECB_04015,1
AraM4,ECB_04016,1
AraM4,ECB_04017,1
AraM4,ECB_04018,1
AraM4,ECB_04019,1
AraM4,ECB_04020,1
AraM4,ECB_04021,1
AraM4,ECB_04023,1
AraM4,ECB_04024,1
AraM4,ECB_04025,1
AraM4,ECB_04026,1
AraM4,ECB_04027,1
AraM4,ECB_04028,1
AraM4,ECB_04029,1
AraM4,ECB_04030,1
AraM4,ECB_04031,1
AraM4,ECB_04032,1
AraM4,ECB_04033,1
AraM4,ECB_04034,1
AraM4,ECB_04035,1
AraM4,ECB_04036,1
AraM4,ECB_04038,1
AraM4,ECB_04039,1
AraM4,ECB_04040,1
AraM4,ECB_04041,1
AraM4,ECB_04042,1
AraM4,ECB_04043,1
AraM4,ECB_04044,1
AraM4,ECB_04045,1
AraM4,ECB_04046,1
AraM4,ECB_04047,1
AraM4,ECB_04048,1
AraM4,ECB_04049,1
AraM4,ECB_04050,1
AraM4,ECB_04051,1
AraM4,ECB_04052,1
AraM4,ECB_04053,1
AraM4,ECB_04054,1
AraM4,ECB_04055,1
AraM4,ECB_04056,1
AraM4,ECB_04057,1
AraM4,ECB_04058,1
AraM4,ECB_04059,1
AraM4,ECB_04060,1
AraM4,ECB_04061,1
AraM4,ECB_04062,1
AraM4,ECB_04063,1
AraM4,ECB_04064,1
AraM4,ECB_04065,1
AraM4,ECB_04066,1
AraM4,ECB_04067,1
AraM4,ECB_04068,1
AraM4,ECB_04069,1
AraM4,ECB_04070,1
AraM4,ECB_04071,1
AraM4,ECB_04072,1
AraM4,ECB_04073,1
AraM4,ECB_04074,1
AraM4,ECB_04075,1
AraM4,ECB_04076,1
AraM4,ECB_04077,1
AraM4,ECB_04078,1
AraM4,ECB_04079,1
AraM4,ECB_04080,1
AraM4,ECB_04081,1
AraM4,ECB_04082,1
AraM4,ECB_04083,1
AraM4,ECB_04084,1
AraM4,ECB_04085,1
AraM4,ECB_04086,1
AraM4,ECB_04087,1
AraM4,ECB_04088,1
AraM4,ECB_04089,1
AraM4,ECB_04090,1
AraM4,ECB_04091,1
AraM4,ECB_04092,1
AraM4,ECB_04093,1
AraM4,ECB_04094,1
AraM4,ECB_04095,1
AraM4,ECB_04096,1
AraM4,ECB_04097,1
AraM4,ECB_04099,1
AraM4,ECB_04100,1
AraM4,ECB_04101,1
AraM4,ECB_04102,1
